features	weights	abs_weight
cg08900363/PRKAR1B	-0.83646555871996	0.83646555871996
cg06419212/ACSF3	-0.836593970425322	0.836593970425322
cg24429622/NA	-0.836757698469306	0.836757698469306
cg06118546/CR1L	-0.837216768435597	0.837216768435597
cg11234013/BDNFOS	-0.837346467586629	0.837346467586629
cg15362455/PLA1A	-0.83761792804513	0.83761792804513
cg00392257/ISG20L2	-0.838336352928908	0.838336352928908
cg08171667/NA	-0.838567191857938	0.838567191857938
cg06174858/TDGF1	-0.839725276555334	0.839725276555334
cg25905215/NFKB1	-0.839891599669028	0.839891599669028
cg25485734/NA	-0.839927394020869	0.839927394020869
cg09698826/HIVEP1	-0.840223501162447	0.840223501162447
cg06025456/PPT2	-0.840533911731943	0.840533911731943
cg19588016/ASAP2	-0.841013968771887	0.841013968771887
cg01853216/ABHD8	-0.841360776378633	0.841360776378633
cg13447566/FIBCD1	-0.842475464978748	0.842475464978748
cg15689121/NA	-0.842873867543025	0.842873867543025
cg20805920/DFFA	-0.843432079154393	0.843432079154393
cg01310875/C8orf80	-0.843801261090424	0.843801261090424
cg18333220/NA	-0.844139447091662	0.844139447091662
cg23867441/STARD13	-0.844277431129553	0.844277431129553
cg06528737/USP6NL	-0.845015748479967	0.845015748479967
cg15989608/TNF	-0.846299697576682	0.846299697576682
cg12466613/NR3C1	-0.84635807516744	0.84635807516744
cg02833725/ISG20L2	-0.846401917486892	0.846401917486892
cg10853431/USP6NL	-0.846464904307078	0.846464904307078
cg05051734/TRPV1	-0.846665906524729	0.846665906524729
cg17513592/NA	-0.847198339033767	0.847198339033767
cg17479716/NA	-0.847337037696186	0.847337037696186
cg26487582/ZCCHC4	-0.84760623329536	0.84760623329536
cg00001269/NA	-0.847807689046941	0.847807689046941
cg10512194/TMEM212	-0.848036961533863	0.848036961533863
cg11472422/B3GNTL1	-0.848257855777958	0.848257855777958
cg15329866/PLD1	-0.848296588771858	0.848296588771858
cg13581779/TMEM212	-0.848697351295126	0.848697351295126
cg01227084/SGTA	-0.849340404316719	0.849340404316719
cg15080351/FAM50B	-0.849602144553832	0.849602144553832
cg07048415/CTBP2	-0.849610927053849	0.849610927053849
cg02872914/CTBP2	-0.851017575383488	0.851017575383488
cg19102955/TRMT6	-0.852523180222338	0.852523180222338
cg27177296/CLDN1	-0.852668764054746	0.852668764054746
cg21670717/NA	-0.852864702278921	0.852864702278921
cg13626830/RASGRF2	-0.85305969728877	0.85305969728877
cg20380768/MEST	-0.853118146414194	0.853118146414194
cg25576093/NA	-0.854058392023219	0.854058392023219
cg13413982/NA	-0.854597000472721	0.854597000472721
cg18647570/DHX8	-0.854619631241	0.854619631241
cg04902838/SDK1	-0.854844871493089	0.854844871493089
cg11953775/NA	-0.854909708554059	0.854909708554059
cg16974190/NA	-0.855901621895704	0.855901621895704
cg09909478/ABR	-0.855956453963591	0.855956453963591
cg13934406/PPT2	-0.856311078124206	0.856311078124206
cg00229532/FBXW8	-0.85656188638454	0.85656188638454
cg07589972/NR3C1	-0.856677837951123	0.856677837951123
cg22262152/ODF1	-0.857380559941752	0.857380559941752
cg09711214/TEAD1	-0.857611015703693	0.857611015703693
cg26538782/NA	-0.857995990966403	0.857995990966403
cg24492886/PTAFR	-0.858781638124477	0.858781638124477
cg13947735/B3GNTL1	-0.859080359923907	0.859080359923907
cg09087901/PLG	-0.859699773767307	0.859699773767307
cg19639490/SCAMP2	-0.860002717625693	0.860002717625693
cg05228186/DLG2	-0.860667180130103	0.860667180130103
cg13377965/ALPL	-0.861978301138598	0.861978301138598
cg11436143/RFX2	-0.862633520520262	0.862633520520262
cg19825182/GPR183	-0.863717170680868	0.863717170680868
cg13311655/NA	-0.863908924436719	0.863908924436719
cg03974193/MAP4K4	-0.864374704478883	0.864374704478883
cg00581541/SNORD103A	-0.864746155328418	0.864746155328418
cg21524538/SDCBP2	-0.864809824431534	0.864809824431534
cg22435313/PRKCA	-0.864888125554138	0.864888125554138
cg13672525/MDM4	-0.865119092923282	0.865119092923282
cg09606208/PUS10	-0.865702128133091	0.865702128133091
cg04399899/RAPGEF2	-0.866442418495117	0.866442418495117
cg18766900/USP6NL	-0.866637878451775	0.866637878451775
cg17014214/CTBP2	-0.86732601428538	0.86732601428538
cg07699978/PPM1H	-0.868242708683407	0.868242708683407
cg23217575/NA	-0.868771780536924	0.868771780536924
cg15689969/TRIO	-0.869151713573786	0.869151713573786
cg11063877/LARP4	-0.86953041820337	0.86953041820337
cg01224884/BASP1	-0.869579547556209	0.869579547556209
cg02481064/NA	-0.869979557832133	0.869979557832133
cg23210478/EBF1	-0.870795449608615	0.870795449608615
cg00350405/IWS1	-0.871055784801657	0.871055784801657
cg03529043/HCG22	-0.8722825324971	0.8722825324971
cg17516571/NA	-0.875132204971638	0.875132204971638
cg06369076/ALPL	-0.875285618769412	0.875285618769412
cg24139720/MDM4	-0.877053343972077	0.877053343972077
cg17883068/TCF12	-0.879103147257334	0.879103147257334
cg00395579/RRM2B	-0.879605385305947	0.879605385305947
cg00568164/TSPAN18	-0.879899126242188	0.879899126242188
cg25207627/BASP1	-0.87993974954458	0.87993974954458
cg16380885/BASP1	-0.881378421548481	0.881378421548481
cg14109388/NA	-0.881463179966191	0.881463179966191
cg00832703/KLHL6	-0.88152791252376	0.88152791252376
cg14524754/B3GNTL1	-0.882746199697716	0.882746199697716
cg17719126/PHF1	-0.883414865298372	0.883414865298372
cg19215199/ZMIZ1	-0.883801197147298	0.883801197147298
cg11855842/ASAP3	-0.88528944668265	0.88528944668265
cg26615224/TCF3	-0.888793316747624	0.888793316747624
cg12522599/EEPD1	-0.889742491480049	0.889742491480049
cg03035162/NA	-0.890442662298983	0.890442662298983
cg22449085/TNNI1	-0.8913046195379	0.8913046195379
cg23247068/PDXK	-0.891355751713196	0.891355751713196
cg01360627/TNF	-0.891834285141348	0.891834285141348
cg02576153/NA	-0.892177123267721	0.892177123267721
cg06767314/ABR	-0.892492810231475	0.892492810231475
cg23844018/DIP2C	-0.892868419289912	0.892868419289912
cg00849365/NAGPA	-0.894953351337083	0.894953351337083
cg12208353/NEB	-0.895508144254711	0.895508144254711
cg04848693/MAD1L1	-0.896823702806723	0.896823702806723
cg00733722/NA	-0.898814788989255	0.898814788989255
cg16481280/PPT2	-0.899362910548947	0.899362910548947
cg11181763/EBF1	-0.899535888214711	0.899535888214711
cg08017911/AGPAT9	-0.900018343532132	0.900018343532132
cg05992395/NA	-0.902391606005938	0.902391606005938
cg02524983/LPP	-0.902428861278935	0.902428861278935
cg26628069/B3GNTL1	-0.905072363080281	0.905072363080281
cg01928411/LARP4	-0.905831495449558	0.905831495449558
cg15236196/FLJ32065	-0.91100961167819	0.91100961167819
cg01953399/USP12	-0.911217949478366	0.911217949478366
cg21398469/CCNG2	-0.912604925260614	0.912604925260614
cg20782816/OGG1	-0.914817911341518	0.914817911341518
cg18861762/ANO7	-0.916604567667393	0.916604567667393
cg24058365/SLC16A4	-0.917198948641704	0.917198948641704
cg18467358/NA	-0.921219421426865	0.921219421426865
cg19224793/NA	-0.923632325060235	0.923632325060235
cg26982447/ANKRD34B	-0.926317040682326	0.926317040682326
cg26441291/NA	-0.927941549210915	0.927941549210915
cg02349866/AP3S2	-0.927974954288645	0.927974954288645
cg02212846/FNDC1	-0.928434136045593	0.928434136045593
cg04613057/MYO9B	-0.929446028632994	0.929446028632994
cg14003090/NA	-0.930235716810775	0.930235716810775
cg15545247/GPR109B	-0.936925888472665	0.936925888472665
cg05213414/NA	-0.937333042095835	0.937333042095835
cg25190513/GPR109B	-0.938046475637851	0.938046475637851
cg01400040/RORA	-0.943287577291448	0.943287577291448
cg12032915/NA	-0.944311947476332	0.944311947476332
cg07016730/SBF1	-0.947334971669517	0.947334971669517
cg21188858/EBF1	-0.949816843340823	0.949816843340823
cg07629149/DIP2C	-0.950166929530514	0.950166929530514
cg09985793/IGDCC3	-0.950613028523423	0.950613028523423
cg18395354/SDK1	-0.951244189107521	0.951244189107521
cg21394039/ATP9B	-0.951569726217384	0.951569726217384
cg11558820/NA	-0.955783224124581	0.955783224124581
cg03462096/NA	-0.959799922340272	0.959799922340272
cg21400896/ABI3	-0.962116776240764	0.962116776240764
cg00148025/EXOC4	-0.966239007306596	0.966239007306596
cg11090458/NA	-1	1
